SAV,INDICATOR_CODE,value_2016,value_2025,year_2025,index_2016,index_2025
Šalčininkų r. sav.,VTP,30.0,,,2.0,
Šalčininkų r. sav.,KGP,0.0,,,1.0,
Šalčininkų r. sav.,OUP,0.03,,,3.0,
Šalčininkų r. sav.,KPD,29.0,,,1.0,
Šalčininkų r. sav.,GVT,93.0,,,3.0,
Šalčininkų r. sav.,VBN,91.0,,,3.0,
Šalčininkų r. sav.,CTS,7.0,,,1.0,
Šalčininkų r. sav.,NZP,57.0,,,2.0,
Šalčininkų r. sav.,VTD,69.00,,,3.0,
Šalčininkų r. sav.,OIT,92.36,,,3.0,
Šalčininkų r. sav.,EDD,0.6,,,3.0,
Šalčininkų r. sav.,NDU,451.0,,,1.0,
Šalčininkų r. sav.,TUI,0.0,,,1.0,
Šalčininkų r. sav.,MIG,0.3,,,1.0,
Šalčininkų r. sav.,PVG,1.1,,,1.0,
Šalčininkų r. sav.,UGD,38.7,,,2.0,
Šalčininkų r. sav.,NM,-0.01,,,2.0,
Šalčininkų r. sav.,SLD,4.3,,,1.0,
Šalčininkų r. sav.,DAG,63.0,,,2.0,
Šalčininkų r. sav.,PAG,20.0,,,3.0,
Šalčininkų r. sav.,USS,2.3,,,1.0,
Šalčininkų r. sav.,GSM,-4.87,,,3.0,
Šalčininkų r. sav.,GSK,-23.0,,,1.0,
Šalčininkų r. sav.,KGD,8.28,,,3.0,
Šalčininkų r. sav.,M,48.0,,,3.0,
Šalčininkų r. sav.,ZNP,43.0,,,2.0,
Šalčininkų r. sav.,RIP,4.78,,,1.0,
Šalčininkų r. sav.,NII,25.0,,,1.0,
Šalčininkų r. sav.,INI,,,,,
Šalčininkų r. sav.,PVI,5.6,,,1.0,
Šalčininkų r. sav.,KNI,73.00,,,1.0,
Šalčininkų r. sav.,NG,,,,,
Šalčininkų r. sav.,PVA,0.8,,,1.0,
Šalčininkų r. sav.,STP,20.0,,,3.0,
Šalčininkų r. sav.,KPO,5.3,,,1.0,
Širvintų r. sav.,NL,8.0,,,3.0,
Širvintų r. sav.,IBD,16.1,,,3.0,
Širvintų r. sav.,LLS,44.1,,,3.0,
Širvintų r. sav.,MPM,17.8,,,3.0,
Širvintų r. sav.,MMA,72.9,,,2.0,
Širvintų r. sav.,EIS,1.0,,,3.0,
Širvintų r. sav.,VTP,39.2,,,2.0,
Širvintų r. sav.,KGP,0.0,,,1.0,
Širvintų r. sav.,OUP,0.03,,,3.0,
Širvintų r. sav.,KPD,17.0,,,1.0,
Širvintų r. sav.,GVT,78.0,,,3.0,
Širvintų r. sav.,VBN,55.0,,,2.0,
Širvintų r. sav.,CTS,15.0,,,1.0,
Širvintų r. sav.,NZP,50.0,,,2.0,
Širvintų r. sav.,VTD,48.00,,,2.0,
Širvintų r. sav.,OIT,201.62,,,3.0,
Širvintų r. sav.,EDD,2.0,,,2.0,
Širvintų r. sav.,NDU,478.0,,,1.0,
Širvintų r. sav.,TUI,0.1,,,1.0,
Širvintų r. sav.,MIG,0.6,,,1.0,
Širvintų r. sav.,PVG,1.7,,,1.0,
Širvintų r. sav.,UGD,37.9,,,1.0,
Širvintų r. sav.,NM,-0.01,,,2.0,
Širvintų r. sav.,SLD,5.2,,,2.0,
Širvintų r. sav.,DAG,62.0,,,2.0,
Širvintų r. sav.,PAG,24.0,,,2.0,
Širvintų r. sav.,USS,2.7,,,1.0,
Širvintų r. sav.,GSM,-19.43,,,2.0,
Širvintų r. sav.,GSK,-21.0,,,1.0,
Širvintų r. sav.,KGD,25.21,,,1.0,
Širvintų r. sav.,M,33.0,,,2.0,
Širvintų r. sav.,ZNP,53.0,,,3.0,
Širvintų r. sav.,RIP,4.66,,,1.0,
Širvintų r. sav.,NII,83.0,,,2.0,
Širvintų r. sav.,INI,,,,,
Širvintų r. sav.,PVI,11.3,,,1.0,
Širvintų r. sav.,KNI,164.00,,,1.0,
Širvintų r. sav.,NG,,,,,
Širvintų r. sav.,PVA,0.0,,,1.0,
Širvintų r. sav.,STP,5.0,,,2.0,
Širvintų r. sav.,KPO,7.2,,,2.0,
Švenčionių r. sav.,NL,9.3,,,2.0,
Švenčionių r. sav.,IBD,24.5,,,2.0,
Švenčionių r. sav.,LLS,56.6,,,3.0,
Švenčionių r. sav.,MPM,16.0,,,3.0,
Švenčionių r. sav.,MMA,76.0,,,2.0,
Švenčionių r. sav.,EIS,0.36,,,3.0,
Švenčionių r. sav.,VTP,24.0,,,1.0,
Švenčionių r. sav.,KGP,22.0,,,2.0,
Švenčionių r. sav.,OUP,0.06,,,3.0,
Švenčionių r. sav.,KPD,23.0,,,1.0,
Švenčionių r. sav.,GVT,93.0,,,3.0,
Švenčionių r. sav.,VBN,91.0,,,3.0,
Švenčionių r. sav.,CTS,11.0,,,1.0,
Švenčionių r. sav.,NZP,74.0,,,3.0,
Švenčionių r. sav.,VTD,86.00,,,3.0,
Švenčionių r. sav.,OIT,541.30,,,3.0,
Švenčionių r. sav.,EDD,1.0,,,3.0,
Švenčionių r. sav.,NDU,499.5,,,1.0,
Švenčionių r. sav.,TUI,2.6,,,2.0,
Švenčionių r. sav.,MIG,0.9,,,1.0,
Švenčionių r. sav.,PVG,2.4,,,1.0,
Švenčionių r. sav.,UGD,42.5,,,2.0,
Švenčionių r. sav.,NM,-0.01,,,2.0,
Švenčionių r. sav.,SLD,4.6,,,2.0,
Švenčionių r. sav.,DAG,61.0,,,2.0,
Švenčionių r. sav.,PAG,26.0,,,2.0,
Švenčionių r. sav.,USS,2.2,,,1.0,
Švenčionių r. sav.,GSM,-19.12,,,2.0,
Švenčionių r. sav.,GSK,-30.7,,,1.0,
Švenčionių r. sav.,KGD,27.41,,,1.0,
Švenčionių r. sav.,M,61.0,,,3.0,
Švenčionių r. sav.,ZNP,26.0,,,2.0,
Švenčionių r. sav.,RIP,6.56,,,2.0,
Švenčionių r. sav.,NII,50.0,,,1.0,
Švenčionių r. sav.,INI,,,,,
Švenčionių r. sav.,PVI,15.4,,,1.0,
Švenčionių r. sav.,KNI,350.00,,,2.0,
Švenčionių r. sav.,NG,,,,,
Švenčionių r. sav.,PVA,2.1,,,1.0,
Švenčionių r. sav.,STP,39.0,,,1.0,
Švenčionių r. sav.,KPO,6.2,,,1.0,
Trakų r. sav.,NL,5.8,,,3.0,
Trakų r. sav.,IBD,25.1,,,2.0,
Trakų r. sav.,LLS,44.0,,,3.0,
Trakų r. sav.,MPM,13.3,,,3.0,
Trakų r. sav.,MMA,76.6,,,3.0,
Trakų r. sav.,EIS,1.03,,,3.0,
Trakų r. sav.,VTP,27.5,,,2.0,
Trakų r. sav.,KGP,33.0,,,3.0,
Trakų r. sav.,OUP,0.02,,,3.0,
Trakų r. sav.,KPD,33.0,,,2.0,
Trakų r. sav.,GVT,63.0,,,2.0,
Trakų r. sav.,VBN,48.0,,,2.0,
Trakų r. sav.,CTS,11.0,,,1.0,
Trakų r. sav.,NZP,70.0,,,2.0,
Trakų r. sav.,VTD,76.00,,,3.0,
Trakų r. sav.,OIT,161.12,,,3.0,
Trakų r. sav.,EDD,2.4,,,2.0,
Trakų r. sav.,NDU,571.0,,,2.0,
Trakų r. sav.,TUI,1.4,,,1.0,
Trakų r. sav.,MIG,1.5,,,2.0,
Trakų r. sav.,PVG,3.4,,,1.0,
Trakų r. sav.,UGD,49.4,,,3.0,
Trakų r. sav.,NM,-0.01,,,2.0,
Trakų r. sav.,SLD,10.9,,,3.0,
Trakų r. sav.,DAG,63.0,,,2.0,
Trakų r. sav.,PAG,21.0,,,3.0,
Trakų r. sav.,USS,3.4,,,1.0,
Trakų r. sav.,GSM,-14.74,,,2.0,
Trakų r. sav.,GSK,-8.1,,,2.0,
Trakų r. sav.,KGD,15.86,,,2.0,
Trakų r. sav.,M,50.0,,,3.0,
Trakų r. sav.,ZNP,33.0,,,2.0,
Trakų r. sav.,RIP,7.15,,,2.0,
Trakų r. sav.,NII,187.0,,,3.0,
Trakų r. sav.,INI,,,,,
Trakų r. sav.,PVI,237.8,,,3.0,
Trakų r. sav.,KNI,"1,095.00",,,3.0,
Trakų r. sav.,NG,,,,,
Trakų r. sav.,PVA,0.1,,,1.0,
Trakų r. sav.,STP,23.0,,,3.0,
Trakų r. sav.,KPO,6.9,,,2.0,
Ukmergės r. sav.,NL,11.4,,,2.0,
Ukmergės r. sav.,IBD,31.6,,,2.0,
Ukmergės r. sav.,LLS,59.3,,,3.0,
Ukmergės r. sav.,MPM,16.0,,,3.0,
Ukmergės r. sav.,MMA,75.9,,,2.0,
Ukmergės r. sav.,EIS,0.62,,,3.0,
Ukmergės r. sav.,VTP,31.2,,,2.0,
Ukmergės r. sav.,KGP,0.0,,,1.0,
Ukmergės r. sav.,OUP,0.03,,,3.0,
Ukmergės r. sav.,KPD,31.0,,,1.0,
Ukmergės r. sav.,GVT,91.0,,,3.0,
Ukmergės r. sav.,VBN,80.0,,,3.0,
Ukmergės r. sav.,CTS,23.0,,,2.0,
Ukmergės r. sav.,NZP,45.0,,,1.0,
Ukmergės r. sav.,VTD,78.00,,,3.0,
Ukmergės r. sav.,OIT,622.20,,,3.0,
Ukmergės r. sav.,EDD,1.4,,,3.0,
Ukmergės r. sav.,NDU,513.0,,,1.0,
Ukmergės r. sav.,TUI,1.5,,,1.0,
Ukmergės r. sav.,MIG,0.7,,,1.0,
Ukmergės r. sav.,PVG,3.6,,,1.0,
Ukmergės r. sav.,UGD,46.5,,,3.0,
Ukmergės r. sav.,NM,-0.02,,,1.0,
Ukmergės r. sav.,SLD,2.7,,,1.0,
Ukmergės r. sav.,DAG,59.0,,,1.0,
Ukmergės r. sav.,PAG,27.0,,,1.0,
Ukmergės r. sav.,USS,3.2,,,1.0,
Ukmergės r. sav.,GSM,-24.13,,,1.0,
Ukmergės r. sav.,GSK,-28.0,,,1.0,
Ukmergės r. sav.,KGD,30.13,,,1.0,
Ukmergės r. sav.,M,33.0,,,2.0,
Ukmergės r. sav.,ZNP,55.0,,,3.0,
Ukmergės r. sav.,RIP,4.9,,,1.0,
Ukmergės r. sav.,NII,38.0,,,1.0,
Ukmergės r. sav.,INI,,,,,
Ukmergės r. sav.,PVI,31.6,,,2.0,
Ukmergės r. sav.,KNI,95.00,,,1.0,
Ukmergės r. sav.,NG,,,,,
Ukmergės r. sav.,PVA,3.5,,,1.0,
Ukmergės r. sav.,STP,16.0,,,3.0,
Ukmergės r. sav.,KPO,6.2,,,1.0,
Vilniaus m. sav.,NL,5.9,,,3.0,
Vilniaus m. sav.,IBD,21.6,,,3.0,
Vilniaus m. sav.,LLS,14.2,,,2.0,
Vilniaus m. sav.,MPM,10.2,,,2.0,
Vilniaus m. sav.,MMA,77.7,,,3.0,
Vilniaus m. sav.,EIS,1.15,,,3.0,
Vilniaus m. sav.,VTP,87.6,,,3.0,
Vilniaus m. sav.,KGP,95.0,,,3.0,
Vilniaus m. sav.,OUP,0.01,,,3.0,
Vilniaus m. sav.,KPD,74.0,,,3.0,
Vilniaus m. sav.,GVT,93.0,,,3.0,
Vilniaus m. sav.,VBN,91.0,,,3.0,
Vilniaus m. sav.,CTS,34.0,,,2.0,
Vilniaus m. sav.,NZP,52.0,,,2.0,
Vilniaus m. sav.,VTD,58.00,,,2.0,
Vilniaus m. sav.,OIT,"3,824.97",,,1.0,
Vilniaus m. sav.,EDD,,,,,
Vilniaus m. sav.,NDU,685.0,,,3.0,
Vilniaus m. sav.,TUI,17.3,,,3.0,
Vilniaus m. sav.,MIG,3.4,,,3.0,
Vilniaus m. sav.,PVG,11.3,,,3.0,
Vilniaus m. sav.,UGD,54.3,,,3.0,
Vilniaus m. sav.,NM,0.0,,,2.0,
Vilniaus m. sav.,SLD,5.6,,,2.0,
Vilniaus m. sav.,DAG,64.0,,,2.0,
Vilniaus m. sav.,PAG,19.0,,,3.0,
Vilniaus m. sav.,USS,10.1,,,3.0,
Vilniaus m. sav.,GSM,-1.9,,,3.0,
Vilniaus m. sav.,GSK,56.2,,,3.0,
Vilniaus m. sav.,KGD,0.0,,,3.0,
Vilniaus m. sav.,M,35.0,,,2.0,
Vilniaus m. sav.,ZNP,19.0,,,1.0,
Vilniaus m. sav.,RIP,8.48,,,3.0,
Vilniaus m. sav.,NII,8.0,,,1.0,
Vilniaus m. sav.,INI,,,,,
Vilniaus m. sav.,PVI,282.7,,,3.0,
Vilniaus m. sav.,KNI,233.00,,,1.0,
Vilniaus m. sav.,NG,,,,,
Vilniaus m. sav.,PVA,63.9,,,3.0,
Vilniaus m. sav.,STP,18.0,,,3.0,
Vilniaus m. sav.,KPO,147.9,,,3.0,
Vilniaus r. sav.,NL,8.9,,,2.0,
Vilniaus r. sav.,IBD,33.5,,,2.0,
Vilniaus r. sav.,LLS,101.0,,,2.0,
Vilniaus r. sav.,MPM,15.2,,,3.0,
Vilniaus r. sav.,MMA,75.4,,,2.0,
Vilniaus r. sav.,EIS,1.0,,,3.0,
Vilniaus r. sav.,VTP,41.8,,,2.0,
Vilniaus r. sav.,KGP,34.0,,,3.0,
Vilniaus r. sav.,OUP,0.01,,,3.0,
Vilniaus r. sav.,KPD,30.0,,,1.0,
Vilniaus r. sav.,GVT,93.0,,,3.0,
Vilniaus r. sav.,VBN,91.0,,,3.0,
Vilniaus r. sav.,CTS,4.0,,,1.0,
Vilniaus r. sav.,NZP,63.0,,,2.0,
Vilniaus r. sav.,VTD,55.00,,,2.0,
Vilniaus r. sav.,OIT,873.00,,,2.0,
Vilniaus r. sav.,EDD,1.8,,,2.0,
Vilniaus r. sav.,NDU,569.0,,,2.0,
Vilniaus r. sav.,TUI,1.8,,,1.0,
Vilniaus r. sav.,MIG,2.3,,,2.0,
Vilniaus r. sav.,PVG,3.4,,,1.0,
Vilniaus r. sav.,UGD,49.3,,,3.0,
Vilniaus r. sav.,NM,0.01,,,3.0,
Vilniaus r. sav.,SLD,13.6,,,3.0,
Vilniaus r. sav.,DAG,65.0,,,3.0,
Vilniaus r. sav.,PAG,18.0,,,3.0,
Vilniaus r. sav.,USS,3.9,,,2.0,
Vilniaus r. sav.,GSM,-19.47,,,2.0,
Vilniaus r. sav.,GSK,9.37,,,3.0,
Vilniaus r. sav.,KGD,10.7,,,3.0,
Vilniaus r. sav.,M,42.0,,,2.0,
Vilniaus r. sav.,ZNP,40.0,,,2.0,
Vilniaus r. sav.,RIP,5.03,,,1.0,
Vilniaus r. sav.,NII,102.0,,,2.0,
Vilniaus r. sav.,INI,,,,,
Vilniaus r. sav.,PVI,146.1,,,3.0,
Vilniaus r. sav.,KNI,401.00,,,2.0,
Vilniaus r. sav.,NG,,,,,
Vilniaus r. sav.,PVA,30.8,,,3.0,
Vilniaus r. sav.,STP,9.0,,,3.0,
Vilniaus r. sav.,KPO,5.7,,,1.0,
